评论id,老师id,老师姓名,发表时间,点赞减去点踩数量,点赞量,点踩量,内容
214944,6755,周旻,2025-02-26 07:58:07,9,11,2,干货有一些 老师学术上挺不错的 但是讲课或许还欠缺？感觉讲的很没有条理 很多知识点不清楚 比如哪些文段出自哪些地方没有标清楚…\n\n还有就是拖堂10几分钟 你又拖堂了。我讨厌你
215455,6755,周旻,2025-02-26 07:59:45,5,5,0,拖课坏文明🙀
215456,6755,周旻,2025-02-26 08:20:36,3,5,2,求你别拖堂了老师我后面真的还有课。
215457,6755,周旻,2025-02-26 08:02:41,1,4,3,讲课大白话，还一直拖堂
215525,6755,周旻,2025-02-27 12:52:26,0,0,0,上课无聊还拖课
215756,6755,周旻,2025-03-05 07:48:13,4,5,1,老师很好看，但是她一直看电脑。0个眼神交流。备课很认真，但是她就一直这样读她的ppt。你就这样一直上课一直上课不下课，你就这样一直拖堂一直拖堂不下课，你就这样一直讲课一直讲课。zmjj我恨你。
216500,6755,周旻,2025-03-17 12:29:37,5,6,1,拖课就算了中间还不下课，讲课信息密度真的很大也不敢去上厕所，腰间盘本来就突出每次连坐完三节都直奔校医院
216621,6755,周旻,2025-03-19 09:46:50,4,6,2,感觉老师上课有在进步？第一节课的时候基本听不进去但现在可以一整节不分神听完，课堂内容的组织更有条理了而且现在好像也不拖堂了；我个人还是挺喜欢老师讲述现代文学史的方式的，大量的史料混杂着一点史实自带的冷幽默，可以从中一窥那个充满变革与迷茫的时代，btw“什么都嗑只会害了你”笑得我hhh
217002,6755,周旻,2025-03-31 07:49:52,5,6,1,线上听众。老师对思潮部分的梳理非常清楚，材料做得很扎实，晚清近代部分尤其精彩。大力支持周老师！
217146,6755,周旻,2025-04-02 13:00:26,3,4,1,be like：你们都别嗑了别嗑了，让我嗑
217153,6755,周旻,2025-04-02 14:42:56,1,3,2,周老师不多说🫰🏻🫰🏻🫰🏻听了课都知道
217550,6755,周旻,2025-04-14 02:58:35,-3,4,7,哎呀我甚至不知道怎么说 每次那个ppt就一个黑点 谁知道你在讲什么 我课后再看一遍甚至也摸不着头脑 你讲课总要有个先后轻重吧？讲的什么啊我请问呢 一个知识点这边讲一点那边讲一点 不按照时间线不按照事件就按照你自己想讲什么了吗？比如说一个胡适的文学改良刍议 一群知识点在那重复重复 一大堆就过来了 没有任何重要的地方需要突出。。。\n\n哎呀我越想越生气 我越看ppt越生气 明明想着复习一下，结果开始看ppt补充笔记我真的要哭出来。。。。不知道为什么有那么多内容 ppt全是引用文献 你自己是不知道怎么总结吗？？？文学史学的是历史。你在那一直引用原文干什么？？？一点重点都没有 层次也不清晰。。最开始就该把你课退了的
217865,6755,周旻,2025-04-30 05:29:48,2,5,3,迟到有3回了吧。。。虽然就几分钟。。但是真的很想说与其不下课您不如。。。
218998,6755,周旻,2025-05-17 14:51:08,3,4,1,线上旁听+1，老师好年轻🥺zmjj对晚清近代文学这块确实深入（研究方向也是这一块），讲整个现代文学史没有问题，信息密度是足够的，上课内容绝对扎实，分量很大，文献能力不用多说，不管哪个老师上文学史课都不会是简单地讲历史或者中学式的知识灌输。上这课真的真的得花心思阅读、、否则只是上课听讲是get不到的。老师上课可能有些枯燥，另外以后可不可以换个教室啊…一个大电脑完美挡住了zmjj 整个人，师生之间还是需要眼神交流的（（ \n\n希望老师以后能改善一下课堂氛围，越来越好吧…
219254,6755,周旻,2025-05-23 11:38:51,0,1,1,没条理，复习完全没头绪，如果不考试就还好
219533,6755,周旻,2025-06-24 09:26:06,-7,1,8,选了就老实了\n\n考前一个月一直复习\n\n从头听了一遍智云\n\n自己整理了三次笔记\n\n考前都要成疯子了\n\n出分3.9滚吧
220111,6755,周旻,2025-06-24 14:50:38,5,5,0,po还是楼上腰背不好的那个，一开始zm是轻微课间+拖课10min左右，三四节之后无课间但也不拖课（连上145min，能承受得住这个强度的可以来玩耍，po的腰背最后是靠课前运动20min+课后校医院针灸苟住的）（实在太脆皮了）\n\n点名两次，一次期中一次期末（期末那次拖课了老师善心大发算全员到齐）。\n\n上课内容绝对是不水的，ppt上大量的史料和原文课后可以不记但课上需要听，进入语境很关键，主观题你或许会忘答案的关键词但语境分析中一些有趣的点可以帮你回忆关键词。\n\n内容散不散的问题：上课听的时候绝对会感觉是散的，这种散来源于对某一知识点成百上千倍的放大（周旻放得很大）；期末极限复习的时候可以按照大标题和小章节来整理（po凭印象记的脉络大致如下：1.第一个十年（晚清文体/语体革命、新青年、革新/五四/新文化演进关系、文学社团）2.第二个十年（小说-诗歌-戏剧）\n\nzm的课还是要听的，听课是为了听出她流连忘返的一些点，她偏好的一些点。听不出？那就一直做笔记（发现大一小朋友喜欢纸质笔记但跟不上速度，向大家安利电脑的幕布app，速度快而且上手快）。而且她的ppt很有迷惑性，讲稿不仅是ppt的解释和补充，甚至是对ppt的反驳（？）\n\n然后是卷子，下一届的小朋友请记得着重记一些关键年份！po上课全程在线+期末突击两天，最后拿到卷子也觉得很刁钻，主要是和预想中的出题方向不一样（尤其是选填，分值高而且怪）。po在98和朵朵上都传了回忆卷，可以参考。\n\n最后最后，周旻的课还是可以试着听一听的，小朋友们加油！撒人品！
221561,6755,周旻,2025-06-24 14:03:56,3,3,0,老师其实也没那么糟糕啦……可能因为是新来的老师，没太掌握好讲课节奏，最开始的两三节课确实拖了挺长时间的堂，但后面就调整过来能按时下课了。而且老师讲课很有内容，也在尽量考虑线索的串联，还会夹杂一点很有意思的冷幽默hhh能从中看出来老师人其实挺可爱的。\n\n以及老师出题其实不算难，都是ppt里讲过的内容，不过确实要仔细一点背。而且虽然老师似乎很震撼于我们的答卷，但最后也用力捞了www期中论文写得非常认真，期末突击背了两天，知道自己客观题答很烂但还是拿了4.5，真的很感谢老师！\n\n（最后再补一点吧，老师之前讲过一句话，“社会想让我教给你们的，和我希望教给你们的，似乎总是不同的”，大概是这个意思。能感受出来老师的真诚，对课程、对学生都是很认真也做了很多考虑的，这一点上很打动我🥹）
141945,7477,郭英杰,2021-11-01 14:27:30,0,0,0,98观光团到此一游
141946,7477,郭英杰,2021-11-01 14:47:18,0,0,0,上98热搜了，不知道怎么回事
132642,7523,孙兴林,2021-02-03 05:11:57,-10,9,19,讲很认真的一个老师，每节课都会回顾一下上节课的内容，讲的很细很透彻
163337,7523,孙兴林,2022-12-13 08:00:58,-2,8,10,老师写字很漂亮，板书很认真，讲课清晰，每次都会回顾上一次讲的内容，作业不多，问问题也会及时解答，好老师。
189316,7523,孙兴林,2024-01-23 06:48:38,10,16,6,该老师上课的状态基本上是：以极其缓慢的语速，极其昏沉的语气朗读教材配套的PPT。教材质量，我不好说。至于下面评论所说的课前回顾，不过是在讲台和黑板来回踱步，看一眼教材写几个字，速度比我奶奶快一点。私以为上半个学期课和看一天书的区别，同鲁迅与周树人的区别一样大，但是老师仍然希望用点名来留住学生。考勤占十分，按点名次数来平均，只了点两次，一次扣五分。靠点名留住了很多人，但是教师里听课的人能有10%？虽然没有人听课是很多课程的通病，但是这门课全程朗读PPT还好意思点名确实让我大开眼界了？麦克阿瑟说，不听孙兴林老师的《误差理论与数据处理》是他这辈子做过最正确的决定。此外，作业从无反馈，没有批改结果，更没有课上讲评。作业的分数和答案像是见不得人的东西。我们知道的只有六次作业的平均成绩。全抄答案的分数比独立完成的分数高。所以不清楚作业的评分标准是答案正确还是认真与否。如果评分标准是答案正确，那应该是假定同学们在听完助眠PPT（约等于花一个小时看完一章教材）后就能写出正确答案吧，那还布置作业干什么？不知道公布分数和作业答案需要花费老师和助教多大的力气。鼠鼠也不懂教学，如果要给建议的话，只能建议老师朗读PPT更快些，更不那么助眠些。最后考试题型基本固定：第一章的基础知识简答 + 加权计算 + 简单的误差合成 + 粗大误差判别，最后是不确定度综合、最小二乘法和线性回归各一道大题。难度和作业差不多，看懂作业考试基本就够了。\n\n综上：可以选，但是建议平时去教室摸鱼等点名，作业抄答案，考试前花一天时间速通，看完PPT之后过一遍作业和教材题目，真不一定比认真学考得差，毕竟学到期末前面的也忘光了🤢
197317,7523,孙兴林,2024-07-11 01:48:02,2,8,6,弱智吧，用屁股改的作业和试卷？
213111,7523,孙兴林,2025-01-16 04:23:09,0,0,0,不点名
213626,7523,孙兴林,2025-01-18 15:33:52,0,0,0,本学期没点名，助教姐姐作业第一次改得有点严格，后面基本都是满分。感觉考试不难，（有一些细节点或许易错），但给分有点绩杀。老师人感觉还是不错的。
216336,7633,汪海晋,2025-03-13 12:19:02,1,1,0,汪哥！幽默的神！吹爆！
179842,10016,李树然,2023-09-20 02:10:02,3,4,1,非常温柔，非常帅气，非常nice。
